Original_Title,Author,ISBN13,Publisher,Published_Date
"The Last Stormlord (Watergivers, #1)",Glenda Larke,9780316069151, Orbit,2010
A Tale Dark and Grimm,Adam Gidwitz,9780525423348, Dutton Books for Young Readers,2010
Unholy Magic,Stacia Kane,9780345515582, Del Rey,2010
Elsewhere,Gabrielle Zevin,9780312367466, Square Fish,2007
Year Zero,Jeff Long,9781416534426, Atria Books,2006
Learn to Program with C++,John Smiley,9780072225358, McGraw-Hill/Osborne Media,2002
Destiny Kills,Keri Arthur,9780553589603, Random House,2008
The Post-Birthday World,Lionel Shriver,9780061187841, Harper,2007
Situationist International Anthology,Ken Knabb,9780939682041, Bureau of Public Secrets,2007
Broken,Daniel Clay,9780007270132, HarperCollins,"October, 2008"
Love on Trial: An American Scandal in Black and White,Earl Lewis,9780393323092, W. W. Norton & Company,2002
Magic to the Bone,Devon Monk,9780451462404, Roc,2008
Soinujolearen semea,Bernardo Atxaga,9781555975173, Graywolf Press,2009
"Alpha (Shifters, #6)",Rachel Vincent,9780778328186, Mira,2010
The Russian Debutante's Handbook,Gary Shteyngart,9781573229883, Riverhead Trade,2002
Rogue Wave,Boyd Morrison,9781439189580, Pocket Books,2010
Teenage Mermaid,Ellen Schreiber,9780060082048, Katherine Tegen Books,2003
Life After Yes,Aidan Donnelley Rowley,9780061894473, William Morrow Paperbacks,2010
Circles in the Stream (Avalon: Web of Magic #1),Rachel Roberts,9781933164649, Seven Seas,2007
The Fall of the Kings,Ellen Kushner,9780553585940, Bantam,2003
Vanish,Tom Pawlik,9781414318936, Tyndale House Publishers,2008
Jada̜c do Babadag,Andrzej Stasiuk,9788389755018, Czarne,2004
"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,9780425204047, G.P. Putnam's Sons,2004
Jolie Blon's Bounce,James Lee Burke,9780743411448, Pocket Star,2003
Blessed Are the Cheesemakers,Sarah-Kate Lynch,9780446693011, Grand Central Publishing,2004
"Rumo & Die Wunder im Dunkeln (Zamonien, #3)",Walter Moers,9781585677252, The Overlook Press,2006
All Clear,Connie Willis,9780553807677, Spectra,2010
Barefoot in Paris,Ina Garten,9781400049356, Clarkson Potter,2004
A Terrible Glory: Custer and the Little Bighorn - the Last Great Battle of the American West,James Donovan,9780316155786," Little, Brown and Company",2008
Written in My Own Heart's Blood,Diana Gabaldon,9780385344432, Delacorte Press,2014
Queen of Shadows,Sarah J. Maas,9781619636040, Bloomsbury USA Childrens,2015
"The Musician's Way: A Guide to Practice, Performance, and Wellness",Gerald Klickstein,9780195343137," Oxford University Press, USA",2009
Shillingstone Witch,Bon Blossman,9780985036393, Dr. Bon Blossman,2015
God of Thunder,Alex Archer,9780373621255, Gold Eagle,2007
Ghosts of Spain: Travels Through Spain and Its Secret Past,Giles Tremlett,9780802715746, Walker & Company,2007
Zero,J.S. Collyer,9780992987107, Dagda Publishing Ltd,2014
Finnikin of the Rock,Melina Marchetta,9780670072811, Viking Australia,2008
"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,9781598878738, HighBridge Company,2009
Salmon Fishing in the Yemen,Paul Torday,9780753821787, Phoenix,2007
Fire and Ice,Erin Hunter,9780060525590, Avon Books,2004
The Dying Grass: A Novel of the Nez Perce War,William T. Vollmann,9780670015986, Viking,2015
Local,Brian Wood,9781934964002, Oni Press,2013
Burn,Linda Howard,9780345486561, Ballantine,2009
"Standoff (Cascadia Wolves, #5)",Lauren Dane,9781599988849, Samhain Publishing,2008
The Eternity Code,Eoin Colfer,9780141321318, Puffin,2006
The Orchardist,Amanda Coplin,9780062188502, Harper,2012
Hole in My Life,Jack Gantos,9780374430894," Farrar, Straus and Giroux (BYR)",2004
Confessions of Emergency Room Doctors,Rocky Lang,9780740768637, Andrews McMeel Publishing,2007
Secret Justice,James W. Huston,9780060008376, William Morrow,2003
The Day I Stopped Drinking Milk,Sudha Murty,9780143418658, Penguin,2012
Redheart,Jackie Gamber,9780983108672," Seventh Star Press, LLC",2011
"We Were There: Voices of African American Veterans, from World War II to the War in Iraq",Yvonne Latty,9780060751593, Amistad,2005
One Good Turn,Kate Atkinson,9780316012829, Back Bay Books,2007
The Golden Hustla,Wahida Clark,9780446178105, Grand Central Publishing,2010
Stormswept,Helen Dunmore,9780007424924, HarperCollins,2012
Imager's Intrigue (Imager Portfolio #3),L.E. Modesitt Jr.,9780765325624, Tor Books,2010
The Cheese Monkeys: A Novel in Two Semesters,Chip Kidd,9780060507404, Harper Perennial,2002
Alabama Song,Gilles Leroy,9782715226456, Mercure de France,2007
Black Water Rising,Attica Locke,9781846687532, Serpent's Tail,2010
Sveket,Birgitta Trotzig,9789188748348, Modernista,2003
Hier,Nicole Brossard,9781552451502, Coach House Books,2005
Day by Day Armageddon,J.L. Bourne,9781411608313, Lulu.com,2004
"The Other Wes Moore: One Name, Two Fates",Wes  Moore,9780385528191, Spiegel & Grau,2010
And Tango Makes Three,Justin Richardson,9780689878459, Simon & Schuster Books for Young Readers,2005
Book of Sketches,Jack Kerouac,9780142002155, Penguin Books,2006
Legacy of Kings,C.S. Friedman,9781841495354, Orbit,2011
"Armageddon: The Battle for Germany, 1944-1945",Max Hastings,9780375714221, Vintage,2005
Luka and the Fire of Life,Salman Rushdie,9780812981964, Random House,2010
The Tail of Emily Windsnap,Liz Kessler,9780763628116, Candlewick Press,2010
The Divide,Nicholas Evans,9780451219299, Signet,2007
The Frog King,Adam Davies,9781573229388, Penguin Putnam Inc,2002
SEGRETO ITALIANO   -  Secret Italian Recipes & Favorite Dishes,Daniel Bellino-Zwicke,B00NDLYP6S, Broadway Fifth Press,2014
Mary,Janis Cooke Newman,9781596929227, M P Publishing Ltd.,2009
Illusions,Aprilynne Pike,9780061668098, HarperTeen,2011
A Northern Light,Jennifer Donnelly,9780747570639, Bloomsbury,2004
The Privilege of the Sword,Ellen Kushner,9780553382686, Spectra,2006
The Lady and the Unicorn,Tracy Chevalier,9780452285453, Penguin Books,2004
Jimmy the Hand,Raymond E. Feist,9780006483908, Voyager,2003
The Chosen,Alex Archer,9780373621224, Gold Eagle,2007
The Immortal Rules,Julie Kagawa,9780373210510, Harlequin Teen,2012
Che la festa cominci,Niccolò Ammaniti,9788806191016, Einaudi,2009
Tita,Marie Houzelle,9781940333014, Summertime Publications Inc,2014
The Flamethrowers,Rachel Kushner,9781439142004, Scribner,2013
A Dance with Dragons: After the Feast,George R.R. Martin,9780007466078, Harper Voyager,2012
Jane,April Lindner,9780316084208, Poppy,2010
I Can Cook - Light Lunches,Marika Germanis,9781500412463, marika germanis,2014
Vampire Princess Rising,Jami Brumfield,9781499227291, Beau Coup Publishing llc,2014
Bond On Bond: Reflections on 50 years of James Bond Movies,Roger Moore,9780762782819, Lyons Press,2012
Tuxedo Park : A Wall Street Tycoon and the Secret Palace of Science That Changed the Course of World War II,Jennet Conant,9780684872889, Simon & Schuster,2003
House Rules,Jodi Picoult,9780743296434, Atria Books,2010
"Early to Death, Early to Rise",Kim Harrison,9780061718175, HarperCollins,2010
The Purity Myth: How America's Obsession with Virginity is Hurting Young Women,Jessica Valenti,9781580053143, Seal Press,2009
Heaven on Earth: The Rise and Fall of Socialism,Joshua Muravchik,9781893554450, Encounter Books,2002
Them: Adventures with Extremists,Jon Ronson,9780743233217, Simon & Schuster,2003
Lucky Man,Michael J. Fox,9780091879204, Hyperion,2002
The Dirt Eaters,Dennis Foon,9781550378061, Annick Press,2003
Lucky Penny,Catherine Anderson,9780451236036, Signet,2012
La costurera y el viento,César Aira,9780811219129, New Directions,2011
No Graves As Yet,Anne Perry,9780345484239, Ballantine Books,2005
"The Philosopher and the Wolf: Lessons in Love, Death, and Happiness",Mark Rowlands,9781605980331, Pegasus,2009
Archangel's Storm,Nalini Singh,9780575119499, Gollancz,2012
Precious Blood,Jonathan Hayes,9780099517542, Arrow,2008
Juliet,Anne Fortier,9780345516107, Ballantine Books,2010
"Nazi Germany and the Jews, 1933-1945",Saul Friedländer,9780753827567, Phoenix,2009
This Dark Road to Mercy,Wiley Cash,9780062088253, William Morrow,2014
The Power of the Dog,Don Winslow,9781400096930, Vintage Crime/Black Lizard,2006
Lavinia,Ursula K. Le Guin,9780151014248," Harcourt, Inc.",2008
Do You Think I'm Beautiful?,Angela Thomas,9780785273776, Thomas Nelson,2005
Zany Hijinx,Tom Waters,9781413705768, America Star Books,2004
Is the Qur'an God's Word? A Scientific Approach,Sami Ashouri,9781590080351, Amana Publications,2005
"When Men Become Gods: Mormon Polygamist Warren Jeffs, His Cult of Fear, and the Women Who Fought Back",Stephen Singular,9780312372484, St. Martin's Press,2008
"Son of Perdition  (Chronicles of Brothers, #3)",Wendy Alec,9780956333001, Warboys Publishing Ltd,2010
The Oxford Companion to Shakespeare,Michael Dobson,9780198117353," Oxford University Press, USA",2001
Book of Clouds,Chloe Aridjis,9780802170569," Grove Press, Black Cat",2009
China Road: A Journey into the Future of a Rising Power,Rob Gifford,9781400064670, Random House,2007
Beyond the Green Zone: Dispatches from an Unembedded Journalist in Occupied Iraq,Dahr Jamail,9781931859479, Haymarket Books,2007
The Darwin Elevator,Jason M. Hough,9780345537126, Del Rey,2013
A Murder in Time,Julie McElwain,9781605989747, Pegasus Books,2016
Excluded: Making Feminist and Queer Movements More Inclusive,Julia Serano,9781580055048, Seal Press,2013
The Song of Achilles,Madeline Miller,9780062060624, Ecco,2012
Set This House in Order: A Romance of Souls,Matt Ruff,9783423208901, Deutscher Taschenbuch Verlag,2006
Magic for Beginners,Kelly Link,9780156031875, Mariner Books,2006
"Fiebre y lanza (Tu rostro mañana, #1)",Javier Marías,9780811216128, New Directions Publishing Corporation,2005
By the Light of the Moon,Dean Koontz,9780553582765, Bantam,2007
A Tale for the Time Being,Ruth Ozeki,9780143124870, Penguin Books,2013
The House Girl,Tara Conklin,9780062207395, William Morrow,2013
A Snicker of Magic,Natalie Lloyd,9780545552738, Scholastic Press,2015
One Night In Winter,Simon Sebag Montefiore,9780062291882, Harper,2014
Under My Hat: Tales from the Cauldron,Jonathan Strahan,9781471400858, Hot Key Books,2013
La figlia oscura,Elena Ferrante,9781933372426, Europa Editions,2008
High Rhulain,Brian Jacques,9780441014361, Ace,2007
Dans le café de la jeunesse perdue,Patrick Modiano,9789604351855, Πόλις,"October, 2013"
The Music of the Primes: Searching to Solve the Greatest Mystery in Mathematics,Marcus du Sautoy,9781841155791, HarperCollins Publishers,2003
Annie Leibovitz at Work: The Making of a Photograph,Annie Leibovitz,9780375505102, Random House,2008
Warrior of the Light - Volume 2,Paulo Coelho,9780557015771, Lulu.com,2008
Under the Dome,Stephen King,9780340992586, Hodder & Stoughton,2010
The Lost Children of Wilder: The Epic Struggle to Change Foster Care,Nina Bernstein,9780679758341, Vintage,2002
Jekel Loves Hyde,Beth Fantaskey,9780152063900, Harcourt Children's Books,2010
Quantum Mechanics: The Theoretical Minimum,Leonard Susskind,9780465036677, Basic Books,2014
Walking His Trail: Signs of God Along the Way,Steve Saint,9781414313764, SaltRiver,2007
Beyond the Shadows,Brent Weeks,9780316033664, Orbit,2008
Undtagelsen,Christian Jungersen,9780385516297, Nan A. Talese,2007
"Come, Thou Tortoise",Jessica Grant,9780307397546, Knopf Canada,2009
A Thousand Years of Good Prayers: Stories,Yiyun Li,9780812973334, Random House Trade Paperbacks,2006
My Pony,Susan Jeffers,9780786819959, Disney-Hyperion,2003
De mooiste dagen zijn het ergst,Anke Scheeren,9789046804711, Nieuw Amsterdam,"January, 2009"
Special,Bella Bathurst,9780618263271, Mariner Books,2003
Telling the Bees,Peggy Hesketh,9780399159053, G.P. Putnam's Sons,2013
"Everything Ravaged, Everything Burned",Wells Tower,9780374292195," Farrar, Straus and Giroux",2009
Liverpool Street,Anne C. Voorhoeve,9783473582969, Ravensburger Buchverlag,2008
"Going Down Jericho Road: The Memphis Strike, Martin Luther King's Last Campaign",Michael K. Honey,9780393043396, W. W. Norton & Company,2007
"The Umbrella Academy, Vol 2: Dallas",Gerard Way,9781595823458, Dark Horse Comics,2009
Birth of the Cool,Elizabeth Armstrong,9783791338781, Prestel Publishing,2007
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,9780525953722, Dutton,2012
Double Crossed: A Spies and Thieves Story,Ally Carter,9781423187479, Disney Hyperion,2013
Auschwitz: A New History,Laurence Rees,9781586483036, PublicAffairs,2005
The Pixar Touch,David A. Price,9780307265753, Knopf,2008
Shadow,Laurann Dohner,9781419940491, Ellora's Cave,2012
Secret Society Girl: An Ivy League Novel,Diana Peterfreund,9780440243892, Dell Publishing Company,2007
The Officer's Daughter,Zina Rohan,9781846270673, Portobello Books,2007
Other,Karen Kincy,9780738719191, Flux,2010
Ingenue,Jillian Larkin,9780385740364, Delacorte Books for Young Readers,2011
Back When We Were Grownups,Anne Tyler,9780345477248, Ballantine Books,2004
Born Pissed,Thomas Waters,9781588519641, America Star Books,2002
The Mysterious Collapse of World Trade Center 7,David Ray Griffin,9781566567862, Olive Branch Pr,2009
"God Is Closer Than You Think: If God Is Always With Us, Why Is He So Hard to Find?",John Ortberg,9780310263791, Zondervan,2005
Burn for Burn,Jenny Han,9781442440753, Simon & Schuster Books for Young Readers,2012
Shakespeare: An Oxford Guide,Stanley Wells,9780199245222," Oxford University Press, USA",2003
Paladin of Souls,Lois McMaster Bujold,9780380818617, HarperTorch,2005
I Kill Giants,Joe Kelly,9781607060925, Image Comics,2009
Solitaire,Kelley Eskridge,9780060086602, Eos,2004
Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,Judith Flanders,9780393327632, W. W. Norton & Company,2005
Takeover: The Return of the Imperial Presidency and the Subversion of American Democracy,Charlie Savage,9780316118040," Little, Brown and Company",2007
L'ora di pietra,Margherita Oggero,9783442746958, btb,2014
The Last One,Alexandra Oliva,9781101965085, Ballantine Books,2016
The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,Timothy J. Keller,9780525950790, Viking,2008
The Whiskey Rebels,David Liss,9781400064205, Random House,2008
"The Wave in the Mind: Talks and Essays on the Writer, the Reader and the Imagination",Ursula K. Le Guin,9781590300060, Shambhala,2004
Tattoos On the Heart: The Power of Boundless Compassion,Gregory Boyle,9781439153024, Free Press,2010
Two Brothers,Ben Elton,9780593062050, Bantam Press,2012
Glory over Everything: Beyond The Kitchen House,Kathleen Grissom,9781476748443, Simon & Schuster,2016
Deep Down Popular,Phoebe Stone,9780439802451, Arthur A. Levine Books,2008
I will never be beautiful enough to make us beautiful together,Mira González,9780988839403, Sorry House,2013
The Wee Free Men,Terry Pratchett,9780060012380, HarperTrophy,2004
소년이 온다,Han Kang,9781846275968, Portobello Books,2016
Welcome to Braggsville,T. Geronimo Johnson,9780062302120, William Morrow,2015
You Remind Me of Me,Dan Chaon,9780345441409, Ballantine Books,2005
"Annie, Between the States",L.M. Elliott,9780060012137, Katherine Tegen Books,2006
Exile,Shannon Messenger,9781442445987, Aladdin,2013
Pies and Prejudice: In Search of the North,Stuart Maconie,9780091910228, Ebury Press,2007
The Girl in the Red Coat,Kate Hamer,9780571313242, Faber & Faber,2015
La petite Bijou,Patrick Modiano,9782070425389, Gallimard Education,2002
Le Voleur d'ombres,Marc Levy,9782221113127, Laffont,2010
I Am Her...,Sarah Ann Walker,9780991723102, Sarah Ann Walker,2012
Kitty and Her Sisters,Maureen Lee,9780752878188, Orion,2006
"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,9780785190219, Marvel,2014
Golden Son,Pierce Brown,9781444759013, Hodder & Stoughton,2015
Diary of Interrupted Days,Dragan Todorovic,9780307356888, Random House Canada,2009
"Saga, Volume Three",Brian K. Vaughan,9781607069317, Image Comics,2014
Tigerman,Nick Harkaway,9780385352413, Knopf,2014
Everything I Found on the Beach,Cynan Jones,9781906998493, Parthian Books,2011
Luna,Julie Anne Peters,9780316011273," Little, Brown Books for Young Readers",2006
How Can Man Die Better: The Secrets of Isandlwana Revealed,Mike Snook,9781853676567, Greenhill Books,2006
Doomed,Chuck Palahniuk,9780385533034, Doubleday,2013
Nicolette Mace: The Raven Siren - Filling the Afterlife from the Underworld: Volume 2,C.S. Woolley,9781494210090, Mightier Than the Sword UK,2013
Un milagro en equilibrio,Lucía Etxebarria,9788408087151, Booket,2006
Hope Beneath Our Feet: Restoring Our Place in the Natural World,Martin Keogh,9781556439193, North Atlantic Books,2010
"Christmas in Camelot (Magic Tree House, #29)",Mary Pope Osborne,9780375813733, Random House for Young Readers,2010
The Real Wizard of Oz: The Life and Times of L. Frank Baum,Rebecca Loncraine,9781592404490, Gotham,2009
A Dance with Dragons: Dreams and Dust,George R.R. Martin,9780007466061, Harper Voyager,2012
109 East Palace: Robert Oppenheimer and the Secret City of Los Alamos,Jennet Conant,9780743250085, Simon & Schuster,2006
Cornelia and the Audacious Escapades of the Somerset Sisters,Lesley M.M. Blume,9780375835230, Knopf Books for Young Readers,2006
Christy and Todd: The College Years,Robin Jones Gunn,9780764205927, Bethany House Publishers,2008
